"","Port.Name","Border","Date","Measure","Lon","Lat","EXMXUS_20191202","LRUNTTTTCAM156S","PredictedValue"
"1593","Tornillo-Fabens","US-Mexico Border",2019-01-01,"Personal Vehicles",-106.15806,31.50222,19.1704,5.8,42859.1192679107
"1594","Richford","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-72.67832,44.98588,19.1704,5.8,-6782.00091369897
"1595","Detroit","US-Canada Border",2019-01-01,"Train Passengers",-83.10222,42.38306,19.1704,5.8,42143.3961287682
"1596","Columbus","US-Mexico Border",2019-01-01,"Trucks",-107.63944,31.8275,19.1704,5.8,2304.18313332708
"1597","Alexandria Bay","US-Canada Border",2019-01-01,"Bus Passengers",-75.91806,44.33583,19.1704,5.8,5603.69458190033
"1598","Norton","US-Canada Border",2019-01-01,"Trucks",-71.79528,45.01,19.1704,5.8,618.397966585606
"1599","Sweetgrass","US-Canada Border",2019-01-01,"Train Passengers",-111.95972,48.99611,19.1704,5.8,2943.67618934346
"1600","Van Buren","US-Canada Border",2019-01-01,"Truck Containers Full",-67.94271,47.16207,19.1704,5.8,518.02975819742
"1601","Baudette","US-Canada Border",2019-01-01,"Truck Containers Full",-94.72512,48.70731,19.1704,5.8,420.025727315242
"1602","Champlain-Rouses Point","US-Canada Border",2019-01-01,"Trains",-73.44694,44.98639,19.1704,5.8,11985.5086133179
"1603","Jackman","US-Canada Border",2019-01-01,"Trucks",-70.255,45.62389,19.1704,5.8,2787.87975953964
"1604","Warroad","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-95.3261,48.89625,19.1704,5.8,-1080.41473744698
"1605","Port Huron","US-Canada Border",2019-01-01,"Truck Containers Full",-82.47889,42.97583,19.1704,5.8,22555.8491514164
"1606","Grand Portage","US-Canada Border",2019-01-01,"Trucks",-89.68472,47.96389,19.1704,5.8,1062.83326583995
"1607","Eastport","US-Canada Border",2019-01-01,"Buses",-66.99387,44.90357,19.1704,5.8,21.5074129217141
"1608","St. John","US-Canada Border",2019-01-01,"Personal Vehicles",-99.71915,48.94208,19.1704,5.8,-3584.76156034812
"1609","Anacortes","US-Canada Border",2019-01-01,"Personal Vehicles",-122.61739,48.49988,19.1704,5.8,-2386.61034158271
"1610","Lancaster","US-Canada Border",2019-01-01,"Truck Containers Empty",-96.82024,48.84911,19.1704,5.8,841.894102880924
"1611","Presidio","US-Mexico Border",2019-01-01,"Buses",-104.37167,29.56056,19.1704,5.8,2222.62393807164
"1612","Madawaska","US-Canada Border",2019-01-01,"Pedestrians",-68.3271,47.35446,19.1704,5.8,639.489470305056
"1613","Massena","US-Canada Border",2019-01-01,"Bus Passengers",-74.74,44.98944,19.1704,5.8,1376.36556022584
"1614","Porthill","US-Canada Border",2019-01-01,"Trucks",-116.49828,48.99282,19.1704,5.8,296.613331099059
"1615","International Falls-Ranier","US-Canada Border",2019-01-01,"Buses",-93.41083,48.60111,19.1704,5.8,4756.79232294845
"1616","Fortuna","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-103.77906,48.91086,19.1704,5.8,-22063.2061036167
"1617","San Ysidro","US-Mexico Border",2019-01-01,"Bus Passengers",-117.02667,32.54306,19.1704,5.8,11895.6869982724
"1618","International Falls-Ranier","US-Canada Border",2019-01-01,"Rail Containers Full",-93.41083,48.60111,19.1704,5.8,4756.79232294845
"1619","Columbus","US-Mexico Border",2019-01-01,"Pedestrians",-107.63944,31.8275,19.1704,5.8,16132.9029726237
"1620","Sumas","US-Canada Border",2019-01-01,"Bus Passengers",-122.26361,49.00028,19.1704,5.8,3104.98546675042
"1621","Lukeville","US-Mexico Border",2019-01-01,"Pedestrians",-112.815,31.8825,19.1704,5.8,-5508.06429471076
"1622","Wildhorse","US-Canada Border",2019-01-01,"Truck Containers Empty",-109.67761,48.54863,19.1704,5.8,1705.49779507953
"1623","Detroit","US-Canada Border",2019-01-01,"Trucks",-83.10222,42.38306,19.1704,5.8,42143.3961287682
"1624","Eastport","US-Canada Border",2019-01-01,"Bus Passengers",-116.18028,48.99944,19.1704,5.8,1900.38652018756
"1625","Port Angeles","US-Canada Border",2019-01-01,"Bus Passengers",-123.4328,48.11365,19.1704,5.8,170.117276277877
"1626","El Paso","US-Mexico Border",2019-01-01,"Personal Vehicles",-106.48639,31.75861,19.1704,5.8,1132209.57975066
"1627","Otay Mesa","US-Mexico Border",2019-01-01,"Trains",-117.05333,32.57333,19.1704,5.8,21238.8100049634
"1628","Brownsville","US-Mexico Border",2019-01-01,"Truck Containers Empty",-97.49722,25.90139,19.1704,5.8,8599.47781661522
"1629","Baudette","US-Canada Border",2019-01-01,"Buses",-94.72512,48.70731,19.1704,5.8,420.025727315242
"1630","Oroville","US-Canada Border",2019-01-01,"Personal Vehicles",-119.43444,48.93917,19.1704,5.8,19100.2193922694
"1631","Wildhorse","US-Canada Border",2019-01-01,"Truck Containers Full",-109.67761,48.54863,19.1704,5.8,1705.49779507953
"1632","Detroit","US-Canada Border",2019-01-01,"Personal Vehicles",-83.10222,42.38306,19.1704,5.8,484438.485853863
"1633","Westhope","US-Canada Border",2019-01-01,"Trucks",-101.02001,48.9094,19.1704,5.8,563.766368490866
"1634","Port Angeles","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-123.4328,48.11365,19.1704,5.8,-9891.10344015649
"1635","Jackman","US-Canada Border",2019-01-01,"Truck Containers Full",-70.255,45.62389,19.1704,5.8,2787.87975953964
"1636","Warroad","US-Canada Border",2019-01-01,"Buses",-95.3261,48.89625,19.1704,5.8,983.236460886565
"1637","Boquillas","US-Mexico Border",2019-01-01,"Pedestrians",-102.95,29.19,19.1704,5.8,-1005.8033965379
"1638","Madawaska","US-Canada Border",2019-01-01,"Truck Containers Full",-68.3271,47.35446,19.1704,5.8,639.489470305056
"1639","Detroit","US-Canada Border",2019-01-01,"Truck Containers Empty",-83.10222,42.38306,19.1704,5.8,42143.3961287682
"1640","Friday Harbor","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-123.01415,48.53231,19.1704,5.8,-19664.9598021436
"1641","Massena","US-Canada Border",2019-01-01,"Personal Vehicles",-74.74,44.98944,19.1704,5.8,76456.8712480669
"1642","Richford","US-Canada Border",2019-01-01,"Rail Containers Empty",-72.67832,44.98588,19.1704,5.8,423.375101154165
"1643","Lynden","US-Canada Border",2019-01-01,"Truck Containers Empty",-122.44316,48.94802,19.1704,5.8,1175.55839123209
"1644","Baudette","US-Canada Border",2019-01-01,"Truck Containers Empty",-94.72512,48.70731,19.1704,5.8,420.025727315242
"1645","Noonan","US-Canada Border",2019-01-01,"Truck Containers Full",-103.00333,48.88232,19.1704,5.8,612.47054293122
"1646","Bridgewater","US-Canada Border",2019-01-01,"Truck Containers Empty",-67.84262,46.41923,19.1704,5.8,451.227119147127
"1647","Lukeville","US-Mexico Border",2019-01-01,"Trucks",-112.815,31.8825,19.1704,5.8,2223.3361802556
"1648","Progreso","US-Mexico Border",2019-01-01,"Personal Vehicles",-97.94889,26.06167,19.1704,5.8,68459.7744825035
"1649","Calexico East","US-Mexico Border",2019-01-01,"Train Passengers",-115.48433,32.67524,19.1704,5.8,8650.37187921097
"1650","Lukeville","US-Mexico Border",2019-01-01,"Truck Containers Full",-112.815,31.8825,19.1704,5.8,2223.3361802556
"1651","Noonan","US-Canada Border",2019-01-01,"Truck Containers Empty",-103.00333,48.88232,19.1704,5.8,612.47054293122
"1652","Beecher Falls","US-Canada Border",2019-01-01,"Trucks",-71.49664,45.00808,19.1704,5.8,326.96307000869
"1653","Pembina","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-97.24333,48.96639,19.1704,5.8,28442.1373376089
"1654","Richford","US-Canada Border",2019-01-01,"Trucks",-72.67832,44.98588,19.1704,5.8,423.375101154165
"1655","Madawaska","US-Canada Border",2019-01-01,"Trucks",-68.3271,47.35446,19.1704,5.8,639.489470305056
"1656","Antler","US-Canada Border",2019-01-01,"Truck Containers Empty",-101.28194,48.97083,19.1704,5.8,222.87553522825
"1657","Fortuna","US-Canada Border",2019-01-01,"Truck Containers Full",-103.77906,48.91086,19.1704,5.8,529.031230861456
"1658","Dalton Cache","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-135.40995,59.10606,19.1704,5.8,-6541.4715306594
"1659","Sault Sainte Marie","US-Canada Border",2019-01-01,"Truck Containers Full",-84.29889,46.47028,19.1704,5.8,2549.39791038707
"1660","Richford","US-Canada Border",2019-01-01,"Personal Vehicles",-72.67832,44.98588,19.1704,5.8,4943.09477211916
"1661","Champlain-Rouses Point","US-Canada Border",2019-01-01,"Train Passengers",-73.44694,44.98639,19.1704,5.8,11985.5086133179
"1662","Beecher Falls","US-Canada Border",2019-01-01,"Truck Containers Empty",-71.49664,45.00808,19.1704,5.8,326.96307000869
"1663","Blaine","US-Canada Border",2019-01-01,"Trains",-122.74583,48.99389,19.1704,5.8,13635.8009017483
"1664","Laurier","US-Canada Border",2019-01-01,"Buses",-118.22302,48.99892,19.1704,5.8,296.829383703462
"1665","Del Rio","US-Mexico Border",2019-01-01,"Truck Containers Full",-100.89639,29.3625,19.1704,5.8,3319.54993182382
"1666","Metaline Falls","US-Canada Border",2019-01-01,"Pedestrians",-117.36037,48.85798,19.1704,5.8,793.796529227159
"1667","Morgan","US-Canada Border",2019-01-01,"Personal Vehicles",-107.85719,48.78541,19.1704,5.8,-1659.57636105016
"1668","Sault Sainte Marie","US-Canada Border",2019-01-01,"Bus Passengers",-84.29889,46.47028,19.1704,5.8,2549.39791038707
"1669","Hidalgo","US-Mexico Border",2019-01-01,"Truck Containers Empty",-98.26278,26.1,19.1704,5.8,18057.9861811851
"1670","Champlain-Rouses Point","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-73.44694,44.98639,19.1704,5.8,199256.199696995
"1671","Sumas","US-Canada Border",2019-01-01,"Trains",-122.26361,49.00028,19.1704,5.8,3104.98546675042
"1672","San Luis","US-Mexico Border",2019-01-01,"Personal Vehicle Passengers",-114.78139,32.48694,19.1704,5.8,304979.840214061
"1673","Rio Grande City","US-Mexico Border",2019-01-01,"Truck Containers Empty",-98.82,26.37944,19.1704,5.8,2595.35488927539
"1674","Buffalo-Niagara Falls","US-Canada Border",2019-01-01,"Buses",-79.05694,43.09444,19.1704,5.8,35764.8447062367
"1675","El Paso","US-Mexico Border",2019-01-01,"Trucks",-106.48639,31.75861,19.1704,5.8,21047.6913039363
"1676","Van Buren","US-Canada Border",2019-01-01,"Rail Containers Empty",-67.94271,47.16207,19.1704,5.8,518.02975819742
"1677","Champlain-Rouses Point","US-Canada Border",2019-01-01,"Truck Containers Full",-73.44694,44.98639,19.1704,5.8,11985.5086133179
"1678","Westhope","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-101.02001,48.9094,19.1704,5.8,-20552.4608495783
"1679","Del Bonita","US-Canada Border",2019-01-01,"Pedestrians",-112.32481,48.63274,19.1704,5.8,1382.72792737994
"1680","Alexandria Bay","US-Canada Border",2019-01-01,"Truck Containers Full",-75.91806,44.33583,19.1704,5.8,5603.69458190033
"1681","Fort Fairfield","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-67.82965,46.76891,19.1704,5.8,-1316.14870095654
"1682","Calais","US-Canada Border",2019-01-01,"Truck Containers Full",-67.27917,45.18889,19.1704,5.8,2045.81149194939
"1683","Sarles","US-Canada Border",2019-01-01,"Truck Containers Empty",-98.99457,48.94105,19.1704,5.8,367.916165615247
"1684","Ambrose","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-103.48222,48.95389,19.1704,5.8,-24587.7425696564
"1685","Roosville","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-115.04512,48.88171,19.1704,5.8,1935.0345674294
"1686","Eagle Pass","US-Mexico Border",2019-01-01,"Personal Vehicles",-100.49917,28.70889,19.1704,5.8,217867.585534394
"1687","Jackman","US-Canada Border",2019-01-01,"Bus Passengers",-70.255,45.62389,19.1704,5.8,2787.87975953964
"1688","Highgate Springs-Alburg","US-Canada Border",2019-01-01,"Rail Containers Empty",-73.10583,44.97944,19.1704,5.8,3296.91121510872
"1689","Laurier","US-Canada Border",2019-01-01,"Truck Containers Empty",-118.22302,48.99892,19.1704,5.8,296.829383703462
"1690","Opheim","US-Canada Border",2019-01-01,"Personal Vehicles",-106.40265,48.85574,19.1704,5.8,-3013.80738748334
"1691","Highgate Springs-Alburg","US-Canada Border",2019-01-01,"Trains",-73.10583,44.97944,19.1704,5.8,3296.91121510872
"1692","Sherwood","US-Canada Border",2019-01-01,"Truck Containers Empty",-101.55954,48.99719,19.1704,5.8,169.73472694682
"1693","Douglas","US-Mexico Border",2019-01-01,"Bus Passengers",-109.54472,31.34444,19.1704,5.8,2762.96656808142
"1694","Laredo","US-Mexico Border",2019-01-01,"Rail Containers Full",-99.50722,27.50611,19.1704,5.8,47811.1550082468
"1695","Del Rio","US-Mexico Border",2019-01-01,"Truck Containers Empty",-100.89639,29.3625,19.1704,5.8,3319.54993182382
"1696","Lancaster","US-Canada Border",2019-01-01,"Buses",-96.82024,48.84911,19.1704,5.8,841.894102880924
"1697","Massena","US-Canada Border",2019-01-01,"Buses",-74.74,44.98944,19.1704,5.8,1376.36556022584
"1698","Westhope","US-Canada Border",2019-01-01,"Truck Containers Full",-101.02001,48.9094,19.1704,5.8,563.766368490866
"1699","Bridgewater","US-Canada Border",2019-01-01,"Personal Vehicles",-67.84262,46.41923,19.1704,5.8,244.955156836164
"1700","Blaine","US-Canada Border",2019-01-01,"Personal Vehicles",-122.74583,48.99389,19.1704,5.8,280120.721728476
"1701","Warroad","US-Canada Border",2019-01-01,"Truck Containers Full",-95.3261,48.89625,19.1704,5.8,983.236460886565
"1702","Hansboro","US-Canada Border",2019-01-01,"Personal Vehicles",-99.3825,48.95,19.1704,5.8,-4685.60730736915
"1703","Calexico East","US-Mexico Border",2019-01-01,"Rail Containers Full",-115.48433,32.67524,19.1704,5.8,8650.37187921097
"1704","Frontier","US-Canada Border",2019-01-01,"Truck Containers Full",-117.78134,48.91016,19.1704,5.8,840.767134140759
"1705","Jackman","US-Canada Border",2019-01-01,"Train Passengers",-70.255,45.62389,19.1704,5.8,2787.87975953964
"1706","Hidalgo","US-Mexico Border",2019-01-01,"Personal Vehicle Passengers",-98.26278,26.1,19.1704,5.8,1068360.81091865
"1707","Sarles","US-Canada Border",2019-01-01,"Trucks",-98.99457,48.94105,19.1704,5.8,367.916165615247
"1708","Fort Kent","US-Canada Border",2019-01-01,"Pedestrians",-68.58458,47.26878,19.1704,5.8,256.013281962591
"1709","Rio Grande City","US-Mexico Border",2019-01-01,"Trucks",-98.82,26.37944,19.1704,5.8,2595.35488927539
"1710","Warroad","US-Canada Border",2019-01-01,"Truck Containers Empty",-95.3261,48.89625,19.1704,5.8,983.236460886565
"1711","Danville","US-Canada Border",2019-01-01,"Personal Vehicles",-118.50309,48.99617,19.1704,5.8,-1230.09435271987
"1712","Portal","US-Canada Border",2019-01-01,"Bus Passengers",-102.54917,48.99583,19.1704,5.8,3539.75186284249
"1713","Antler","US-Canada Border",2019-01-01,"Trucks",-101.28194,48.97083,19.1704,5.8,222.87553522825
"1714","Sarles","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-98.99457,48.94105,19.1704,5.8,-23381.8371315252
"1715","Sumas","US-Canada Border",2019-01-01,"Rail Containers Empty",-122.26361,49.00028,19.1704,5.8,3104.98546675042
"1716","Van Buren","US-Canada Border",2019-01-01,"Trucks",-67.94271,47.16207,19.1704,5.8,518.02975819742
"1717","Portal","US-Canada Border",2019-01-01,"Pedestrians",-102.54917,48.99583,19.1704,5.8,3539.75186284249
"1718","Lynden","US-Canada Border",2019-01-01,"Pedestrians",-122.44316,48.94802,19.1704,5.8,1175.55839123209
"1719","Progreso","US-Mexico Border",2019-01-01,"Pedestrians",-97.94889,26.06167,19.1704,5.8,84081.6441156045
"1720","Brownsville","US-Mexico Border",2019-01-01,"Trucks",-97.49722,25.90139,19.1704,5.8,8599.47781661522
"1721","Eastport","US-Canada Border",2019-01-01,"Trucks",-116.18028,48.99944,19.1704,5.8,1900.38652018756
"1722","Willow Creek","US-Canada Border",2019-01-01,"Personal Vehicles",-109.67761,48.54863,19.1704,5.8,5154.90021706276
"1723","Roma","US-Mexico Border",2019-01-01,"Personal Vehicle Passengers",-99.01833,26.40361,19.1704,5.8,62760.6788077521
"1724","Point Roberts","US-Canada Border",2019-01-01,"Buses",-123.07994,48.96978,19.1704,5.8,472.084405166814
"1725","Derby Line","US-Canada Border",2019-01-01,"Truck Containers Empty",-72.09944,45.005,19.1704,5.8,2936.10510454014
"1726","Houlton","US-Canada Border",2019-01-01,"Truck Containers Full",-67.84083,46.12611,19.1704,5.8,2160.72715420877
"1727","Antler","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-101.28194,48.97083,19.1704,5.8,-25899.5239857098
"1728","Columbus","US-Mexico Border",2019-01-01,"Truck Containers Full",-107.63944,31.8275,19.1704,5.8,2304.18313332708
"1729","Columbus","US-Mexico Border",2019-01-01,"Personal Vehicles",-107.63944,31.8275,19.1704,5.8,21804.1654652208
"1730","Boundary","US-Canada Border",2019-01-01,"Train Passengers",-117.89655,48.54648,19.1704,5.8,2022.98620811741
"1731","Derby Line","US-Canada Border",2019-01-01,"Buses",-72.09944,45.005,19.1704,5.8,2936.10510454014
"1732","Dalton Cache","US-Canada Border",2019-01-01,"Truck Containers Empty",-135.40995,59.10606,19.1704,5.8,1130.34615196537
"1733","Danville","US-Canada Border",2019-01-01,"Trucks",-118.50309,48.99617,19.1704,5.8,129.413408809418
"1734","Massena","US-Canada Border",2019-01-01,"Truck Containers Empty",-74.74,44.98944,19.1704,5.8,1376.36556022584
"1735","Sarles","US-Canada Border",2019-01-01,"Buses",-98.99457,48.94105,19.1704,5.8,367.916165615247
"1736","Roosville","US-Canada Border",2019-01-01,"Truck Containers Empty",-115.04512,48.88171,19.1704,5.8,917.295893369756
"1737","El Paso","US-Mexico Border",2019-01-01,"Train Passengers",-106.48639,31.75861,19.1704,5.8,21047.6913039363
"1738","Santa Teresa","US-Mexico Border",2019-01-01,"Truck Containers Full",-106.67903,31.85,19.1704,5.8,3141.770423131
"1739","Otay Mesa","US-Mexico Border",2019-01-01,"Truck Containers Full",-117.05333,32.57333,19.1704,5.8,21238.8100049634
"1740","Whitlash","US-Canada Border",2019-01-01,"Personal Vehicles",-111.249,48.90372,19.1704,5.8,-4620.15485399103
"1741","Grand Portage","US-Canada Border",2019-01-01,"Bus Passengers",-89.68472,47.96389,19.1704,5.8,1062.83326583995
"1742","Van Buren","US-Canada Border",2019-01-01,"Truck Containers Empty",-67.94271,47.16207,19.1704,5.8,518.02975819742
"1743","Sault Sainte Marie","US-Canada Border",2019-01-01,"Buses",-84.29889,46.47028,19.1704,5.8,2549.39791038707
"1744","Roosville","US-Canada Border",2019-01-01,"Truck Containers Full",-115.04512,48.88171,19.1704,5.8,917.295893369756
"1745","Pembina","US-Canada Border",2019-01-01,"Rail Containers Empty",-97.24333,48.96639,19.1704,5.8,5551.03423536742
"1746","International Falls-Ranier","US-Canada Border",2019-01-01,"Rail Containers Empty",-93.41083,48.60111,19.1704,5.8,4756.79232294845
"1747","Norton","US-Canada Border",2019-01-01,"Trains",-71.79528,45.01,19.1704,5.8,618.397966585606
"1748","Oroville","US-Canada Border",2019-01-01,"Truck Containers Full",-119.43444,48.93917,19.1704,5.8,1085.44650104123
"1749","Nogales","US-Mexico Border",2019-01-01,"Truck Containers Empty",-110.93361,31.34028,19.1704,5.8,10148.5323417576
"1750","Eastport","US-Canada Border",2019-01-01,"Trains",-116.18028,48.99944,19.1704,5.8,1900.38652018756
"1751","Baudette","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-94.72512,48.70731,19.1704,5.8,4121.46604274278
"1752","Laurier","US-Canada Border",2019-01-01,"Truck Containers Full",-118.22302,48.99892,19.1704,5.8,296.829383703462
"1753","Frontier","US-Canada Border",2019-01-01,"Buses",-117.78134,48.91016,19.1704,5.8,840.767134140759
"1754","Nogales","US-Mexico Border",2019-01-01,"Bus Passengers",-110.93361,31.34028,19.1704,5.8,10148.5323417576
"1755","Vanceboro","US-Canada Border",2019-01-01,"Truck Containers Full",-67.42955,45.55984,19.1704,5.8,347.407022312913
"1756","Danville","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-118.50309,48.99617,19.1704,5.8,-20763.2336176651
"1757","Massena","US-Canada Border",2019-01-01,"Truck Containers Full",-74.74,44.98944,19.1704,5.8,1376.36556022584
"1758","Beecher Falls","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-71.49664,45.00808,19.1704,5.8,-16270.6329863805
"1759","Eagle Pass","US-Mexico Border",2019-01-01,"Trucks",-100.49917,28.70889,19.1704,5.8,5941.13203795997
"1760","Norton","US-Canada Border",2019-01-01,"Truck Containers Empty",-71.79528,45.01,19.1704,5.8,618.397966585606
"1761","Nogales","US-Mexico Border",2019-01-01,"Rail Containers Empty",-110.93361,31.34028,19.1704,5.8,10148.5323417576
"1762","Richford","US-Canada Border",2019-01-01,"Truck Containers Full",-72.67832,44.98588,19.1704,5.8,423.375101154165
"1763","Vanceboro","US-Canada Border",2019-01-01,"Trucks",-67.42955,45.55984,19.1704,5.8,347.407022312913
"1764","International Falls-Ranier","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-93.41083,48.60111,19.1704,5.8,56020.8005419068
"1765","Lukeville","US-Mexico Border",2019-01-01,"Buses",-112.815,31.8825,19.1704,5.8,2223.3361802556
"1766","Port Huron","US-Canada Border",2019-01-01,"Trucks",-82.47889,42.97583,19.1704,5.8,22555.8491514164
"1767","Port Angeles","US-Canada Border",2019-01-01,"Personal Vehicles",-123.4328,48.11365,19.1704,5.8,217.745577309019
"1768","Pembina","US-Canada Border",2019-01-01,"Buses",-97.24333,48.96639,19.1704,5.8,5551.03423536742
"1769","Detroit","US-Canada Border",2019-01-01,"Buses",-83.10222,42.38306,19.1704,5.8,42143.3961287682
"1770","Brownsville","US-Mexico Border",2019-01-01,"Personal Vehicle Passengers",-97.49722,25.90139,19.1704,5.8,946262.443035858
"1771","Frontier","US-Canada Border",2019-01-01,"Bus Passengers",-117.78134,48.91016,19.1704,5.8,840.767134140759
"1772","Columbus","US-Mexico Border",2019-01-01,"Truck Containers Empty",-107.63944,31.8275,19.1704,5.8,2304.18313332708
"1773","Bridgewater","US-Canada Border",2019-01-01,"Trucks",-67.84262,46.41923,19.1704,5.8,451.227119147127
"1774","Sumas","US-Canada Border",2019-01-01,"Train Passengers",-122.26361,49.00028,19.1704,5.8,3104.98546675042
"1775","Calais","US-Canada Border",2019-01-01,"Personal Vehicles",-67.27917,45.18889,19.1704,5.8,84525.9146261653
"1776","Naco","US-Mexico Border",2019-01-01,"Trucks",-109.9475,31.33528,19.1704,5.8,2115.73782693654
"1777","Whitlash","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-111.249,48.90372,19.1704,5.8,-22167.5523371913
"1778","Sweetgrass","US-Canada Border",2019-01-01,"Trains",-111.95972,48.99611,19.1704,5.8,2943.67618934346
"1779","Eastport","US-Canada Border",2019-01-01,"Bus Passengers",-66.99387,44.90357,19.1704,5.8,21.5074129217141
"1780","Port Angeles","US-Canada Border",2019-01-01,"Truck Containers Full",-123.4328,48.11365,19.1704,5.8,170.117276277877
"1781","Oroville","US-Canada Border",2019-01-01,"Bus Passengers",-119.43444,48.93917,19.1704,5.8,1085.44650104123
"1782","Nogales","US-Mexico Border",2019-01-01,"Rail Containers Full",-110.93361,31.34028,19.1704,5.8,10148.5323417576
"1783","Laredo","US-Mexico Border",2019-01-01,"Trucks",-99.50722,27.50611,19.1704,5.8,47811.1550082468
"1784","Piegan","US-Canada Border",2019-01-01,"Truck Containers Full",-113.43406,48.85152,19.1704,5.8,803.301577636554
"1785","Otay Mesa","US-Mexico Border",2019-01-01,"Train Passengers",-117.05333,32.57333,19.1704,5.8,21238.8100049634
"1786","El Paso","US-Mexico Border",2019-01-01,"Truck Containers Full",-106.48639,31.75861,19.1704,5.8,21047.6913039363
"1787","Jackman","US-Canada Border",2019-01-01,"Truck Containers Empty",-70.255,45.62389,19.1704,5.8,2787.87975953964
"1788","Hannah","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-98.701,48.97029,19.1704,5.8,-26781.9924508145
"1789","Calais","US-Canada Border",2019-01-01,"Bus Passengers",-67.27917,45.18889,19.1704,5.8,2045.81149194939
"1790","Buffalo-Niagara Falls","US-Canada Border",2019-01-01,"Rail Containers Full",-79.05694,43.09444,19.1704,5.8,35764.8447062367
"1791","Northgate","US-Canada Border",2019-01-01,"Trucks",-102.39634,48.89848,19.1704,5.8,718.126321800596
"1792","Vanceboro","US-Canada Border",2019-01-01,"Truck Containers Empty",-67.42955,45.55984,19.1704,5.8,347.407022312913
"1793","Warroad","US-Canada Border",2019-01-01,"Bus Passengers",-95.3261,48.89625,19.1704,5.8,983.236460886565
"1794","Frontier","US-Canada Border",2019-01-01,"Trucks",-117.78134,48.91016,19.1704,5.8,840.767134140759
"1795","Vanceboro","US-Canada Border",2019-01-01,"Trains",-67.42955,45.55984,19.1704,5.8,347.407022312913
"1796","Richford","US-Canada Border",2019-01-01,"Rail Containers Full",-72.67832,44.98588,19.1704,5.8,423.375101154165
"1797","Brownsville","US-Mexico Border",2019-01-01,"Bus Passengers",-97.49722,25.90139,19.1704,5.8,8599.47781661522
"1798","Naco","US-Mexico Border",2019-01-01,"Personal Vehicles",-109.9475,31.33528,19.1704,5.8,5811.26497249305
"1799","Alexandria Bay","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-75.91806,44.33583,19.1704,5.8,96999.5217269056
"1800","Nogales","US-Mexico Border",2019-01-01,"Buses",-110.93361,31.34028,19.1704,5.8,10148.5323417576
"1801","Walhalla","US-Canada Border",2019-01-01,"Trucks",-97.91778,48.92333,19.1704,5.8,603.189178633726
"1802","Detroit","US-Canada Border",2019-01-01,"Personal Vehicle Passengers",-83.10222,42.38306,19.1704,5.8,923425.702680249
"1803","Andrade","US-Mexico Border",2019-01-01,"Personal Vehicles",-114.63402,32.7394,19.1704,5.8,-66578.2037111968
"1804","Opheim","US-Canada Border",2019-01-01,"Truck Containers Full",-106.40265,48.85574,19.1704,5.8,680.18339611586
"1805","Calais","US-Canada Border",2019-01-01,"Rail Containers Full",-67.27917,45.18889,19.1704,5.8,2045.81149194939
"1806","Alexandria Bay","US-Canada Border",2019-01-01,"Personal Vehicles",-75.91806,44.33583,19.1704,5.8,48552.481700924
"1807","Warroad","US-Canada Border",2019-01-01,"Personal Vehicles",-95.3261,48.89625,19.1704,5.8,5827.02712084816
"1808","Northgate","US-Canada Border",2019-01-01,"Personal Vehicles",-102.39634,48.89848,19.1704,5.8,-2672.31929270973
"1809","Tecate","US-Mexico Border",2019-01-01,"Personal Vehicle Passengers",-116.62667,32.57722,19.1704,5.8,8435.40892265918
"1810","Calexico East","US-Mexico Border",2019-01-01,"Bus Passengers",-115.48433,32.67524,19.1704,5.8,8650.37187921097
"1811","Hannah","US-Canada Border",2019-01-01,"Truck Containers Empty",-98.701,48.97029,19.1704,5.8,214.169025124098
"1812","Detroit","US-Canada Border",2019-01-01,"Trains",-83.10222,42.38306,19.1704,5.8,42143.3961287682
"1813","Douglas","US-Mexico Border",2019-01-01,"Buses",-109.54472,31.34444,19.1704,5.8,2762.96656808142
"1814","Trout River","US-Canada Border",2019-01-01,"Trucks",-73.44253,44.99001,19.1704,5.8,369.477325011063
"1815","Frontier","US-Canada Border",2019-01-01,"Truck Containers Empty",-117.78134,48.91016,19.1704,5.8,840.767134140759
"1816","Norton","US-Canada Border",2019-01-01,"Rail Containers Empty",-71.79528,45.01,19.1704,5.8,618.397966585606
