"","Port.Name","Border","Date","Measure","Lon","Lat","EXMXUS_20191202","LRUNTTTTCAM156S","PredictedValue"
"8253","Opheim","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-106.40265,48.85574,19.5525,5.9,-15727.8310575282
"8254","Andrade","US-Mexico Border",2018-05-01,"Personal Vehicle Passengers",-114.63402,32.7394,19.5525,5.9,-97502.775823409
"8255","Neche","US-Canada Border",2018-05-01,"Personal Vehicles",-97.55444,48.98611,19.5525,5.9,-2431.95180735605
"8256","Rio Grande City","US-Mexico Border",2018-05-01,"Truck Containers Empty",-98.82,26.37944,19.5525,5.9,2697.21809514467
"8257","Ambrose","US-Canada Border",2018-05-01,"Trucks",-103.48222,48.95389,19.5525,5.9,267.293307755025
"8258","Eastport","US-Canada Border",2018-05-01,"Rail Containers Empty",-116.18028,48.99944,19.5525,5.9,1890.6808816127
"8259","Calais","US-Canada Border",2018-05-01,"Truck Containers Full",-67.27917,45.18889,19.5525,5.9,2036.10585337449
"8260","Sarles","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-98.99457,48.94105,19.5525,5.9,-21685.0586252121
"8261","Sweetgrass","US-Canada Border",2018-05-01,"Rail Containers Empty",-111.95972,48.99611,19.5525,5.9,2933.97055076857
"8262","Anacortes","US-Canada Border",2018-05-01,"Bus Passengers",-122.61739,48.49988,19.5525,5.9,146.067311581863
"8263","Santa Teresa","US-Mexico Border",2018-05-01,"Truck Containers Empty",-106.67903,31.85,19.5525,5.9,3243.63362900028
"8264","Highgate Springs-Alburg","US-Canada Border",2018-05-01,"Truck Containers Empty",-73.10583,44.97944,19.5525,5.9,3287.20557653383
"8265","Sherwood","US-Canada Border",2018-05-01,"Personal Vehicles",-101.55954,48.99719,19.5525,5.9,-4967.88760371607
"8266","Derby Line","US-Canada Border",2018-05-01,"Trucks",-72.09944,45.005,19.5525,5.9,2926.39946596525
"8267","International Falls-Ranier","US-Canada Border",2018-05-01,"Bus Passengers",-93.41083,48.60111,19.5525,5.9,4747.08668437353
"8268","Norton","US-Canada Border",2018-05-01,"Trucks",-71.79528,45.01,19.5525,5.9,608.692328010713
"8269","Walhalla","US-Canada Border",2018-05-01,"Truck Containers Empty",-97.91778,48.92333,19.5525,5.9,593.483540058833
"8270","Ketchikan","US-Canada Border",2018-05-01,"Trucks",-131.64031,55.33897,19.5525,5.9,109.573816130169
"8271","Sault Sainte Marie","US-Canada Border",2018-05-01,"Personal Vehicles",-84.29889,46.47028,19.5525,5.9,79315.9610804302
"8272","International Falls-Ranier","US-Canada Border",2018-05-01,"Rail Containers Full",-93.41083,48.60111,19.5525,5.9,4747.08668437353
"8273","Sweetgrass","US-Canada Border",2018-05-01,"Rail Containers Full",-111.95972,48.99611,19.5525,5.9,2933.97055076857
"8274","Boundary","US-Canada Border",2018-05-01,"Truck Containers Empty",-117.89655,48.54648,19.5525,5.9,2013.28056954252
"8275","Calexico East","US-Mexico Border",2018-05-01,"Bus Passengers",-115.48433,32.67524,19.5525,5.9,8752.23508508025
"8276","Lynden","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-122.44316,48.94802,19.5525,5.9,83595.5001020458
"8277","Dalton Cache","US-Canada Border",2018-05-01,"Bus Passengers",-135.40995,59.10606,19.5525,5.9,1120.64051339048
"8278","Sault Sainte Marie","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-84.29889,46.47028,19.5525,5.9,173475.689342783
"8279","Derby Line","US-Canada Border",2018-05-01,"Bus Passengers",-72.09944,45.005,19.5525,5.9,2926.39946596525
"8280","Eastport","US-Canada Border",2018-05-01,"Truck Containers Empty",-66.99387,44.90357,19.5525,5.9,11.8017743468213
"8281","Dalton Cache","US-Canada Border",2018-05-01,"Truck Containers Empty",-135.40995,59.10606,19.5525,5.9,1120.64051339048
"8282","Trout River","US-Canada Border",2018-05-01,"Buses",-73.44253,44.99001,19.5525,5.9,359.771686436171
"8283","Presidio","US-Mexico Border",2018-05-01,"Pedestrians",-104.37167,29.56056,19.5525,5.9,-15396.2949494794
"8284","Point Roberts","US-Canada Border",2018-05-01,"Trucks",-123.07994,48.96978,19.5525,5.9,462.378766591892
"8285","Hannah","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-98.701,48.97029,19.5525,5.9,-25085.2139445019
"8286","Porthill","US-Canada Border",2018-05-01,"Personal Vehicles",-116.49828,48.99282,19.5525,5.9,5326.5676556436
"8287","El Paso","US-Mexico Border",2018-05-01,"Truck Containers Full",-106.48639,31.75861,19.5525,5.9,21149.5545098056
"8288","Hidalgo","US-Mexico Border",2018-05-01,"Personal Vehicles",-98.26278,26.1,19.5525,5.9,514013.94924517
"8289","Sumas","US-Canada Border",2018-05-01,"Personal Vehicles",-122.26361,49.00028,19.5525,5.9,62774.7115783604
"8290","Calais","US-Canada Border",2018-05-01,"Personal Vehicles",-67.27917,45.18889,19.5525,5.9,84911.477855232
"8291","Portal","US-Canada Border",2018-05-01,"Rail Containers Empty",-102.54917,48.99583,19.5525,5.9,3530.0462242676
"8292","Noonan","US-Canada Border",2018-05-01,"Personal Vehicles",-103.00333,48.88232,19.5525,5.9,-1060.51580274369
"8293","Morgan","US-Canada Border",2018-05-01,"Truck Containers Full",-107.85719,48.78541,19.5525,5.9,958.453616686426
"8294","Alexandria Bay","US-Canada Border",2018-05-01,"Buses",-75.91806,44.33583,19.5525,5.9,5593.98894332544
"8295","Laredo","US-Mexico Border",2018-05-01,"Buses",-99.50722,27.50611,19.5525,5.9,47913.0182141161
"8296","Buffalo-Niagara Falls","US-Canada Border",2018-05-01,"Truck Containers Full",-79.05694,43.09444,19.5525,5.9,35755.1390676618
"8297","Calexico","US-Mexico Border",2018-05-01,"Personal Vehicle Passengers",-115.49806,32.67889,19.5525,5.9,909554.761976933
"8298","Santa Teresa","US-Mexico Border",2018-05-01,"Trucks",-106.67903,31.85,19.5525,5.9,3243.63362900028
"8299","Derby Line","US-Canada Border",2018-05-01,"Truck Containers Empty",-72.09944,45.005,19.5525,5.9,2926.39946596525
"8300","Portal","US-Canada Border",2018-05-01,"Buses",-102.54917,48.99583,19.5525,5.9,3530.0462242676
"8301","Ketchikan","US-Canada Border",2018-05-01,"Pedestrians",-131.64031,55.33897,19.5525,5.9,109.573816130169
"8302","Metaline Falls","US-Canada Border",2018-05-01,"Truck Containers Full",-117.36037,48.85798,19.5525,5.9,784.090890652295
"8303","Alexandria Bay","US-Canada Border",2018-05-01,"Personal Vehicles",-75.91806,44.33583,19.5525,5.9,48938.0449299906
"8304","Metaline Falls","US-Canada Border",2018-05-01,"Personal Vehicles",-117.36037,48.85798,19.5525,5.9,-932.657506655284
"8305","El Paso","US-Mexico Border",2018-05-01,"Personal Vehicle Passengers",-106.48639,31.75861,19.5525,5.9,2235806.281695
"8306","San Luis","US-Mexico Border",2018-05-01,"Personal Vehicle Passengers",-114.78139,32.48694,19.5525,5.9,332618.04821538
"8307","Roma","US-Mexico Border",2018-05-01,"Buses",-99.01833,26.40361,19.5525,5.9,2727.35718588238
"8308","Eagle Pass","US-Mexico Border",2018-05-01,"Rail Containers Empty",-100.49917,28.70889,19.5525,5.9,6042.99524382925
"8309","Port Huron","US-Canada Border",2018-05-01,"Trucks",-82.47889,42.97583,19.5525,5.9,22546.1435128415
"8310","Douglas","US-Mexico Border",2018-05-01,"Trucks",-109.54472,31.34444,19.5525,5.9,2864.8297739507
"8311","Douglas","US-Mexico Border",2018-05-01,"Pedestrians",-109.54472,31.34444,19.5525,5.9,55909.1737189293
"8312","Dunseith","US-Canada Border",2018-05-01,"Buses",-100.05863,48.81369,19.5525,5.9,1285.99112215196
"8313","Warroad","US-Canada Border",2018-05-01,"Personal Vehicles",-95.3261,48.89625,19.5525,5.9,6212.59034991489
"8314","Raymond","US-Canada Border",2018-05-01,"Pedestrians",-104.575,48.99667,19.5525,5.9,431.38544741884
"8315","Tecate","US-Mexico Border",2018-05-01,"Truck Containers Full",-116.62667,32.57722,19.5525,5.9,3407.03798064609
"8316","Morgan","US-Canada Border",2018-05-01,"Trucks",-107.85719,48.78541,19.5525,5.9,958.453616686426
"8317","Presidio","US-Mexico Border",2018-05-01,"Truck Containers Full",-104.37167,29.56056,19.5525,5.9,2324.48714394092
"8318","Roma","US-Mexico Border",2018-05-01,"Bus Passengers",-99.01833,26.40361,19.5525,5.9,2727.35718588238
"8319","Columbus","US-Mexico Border",2018-05-01,"Truck Containers Empty",-107.63944,31.8275,19.5525,5.9,2406.04633919636
"8320","Port Huron","US-Canada Border",2018-05-01,"Rail Containers Full",-82.47889,42.97583,19.5525,5.9,22546.1435128415
"8321","Champlain-Rouses Point","US-Canada Border",2018-05-01,"Personal Vehicles",-73.44694,44.98639,19.5525,5.9,80799.6413604251
"8322","Santa Teresa","US-Mexico Border",2018-05-01,"Bus Passengers",-106.67903,31.85,19.5525,5.9,3243.63362900028
"8323","Port Huron","US-Canada Border",2018-05-01,"Trains",-82.47889,42.97583,19.5525,5.9,22546.1435128415
"8324","Pinecreek","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-95.81074,48.77518,19.5525,5.9,-11259.0624830371
"8325","Presidio","US-Mexico Border",2018-05-01,"Buses",-104.37167,29.56056,19.5525,5.9,2324.48714394092
"8326","Willow Creek","US-Canada Border",2018-05-01,"Personal Vehicles",-109.67761,48.54863,19.5525,5.9,5540.4634461295
"8327","Derby Line","US-Canada Border",2018-05-01,"Truck Containers Full",-72.09944,45.005,19.5525,5.9,2926.39946596525
"8328","Progreso","US-Mexico Border",2018-05-01,"Trucks",-97.94889,26.06167,19.5525,5.9,2840.61481422875
"8329","Laurier","US-Canada Border",2018-05-01,"Rail Containers Empty",-118.22302,48.99892,19.5525,5.9,287.123745128569
"8330","Vanceboro","US-Canada Border",2018-05-01,"Trucks",-67.42955,45.55984,19.5525,5.9,337.70138373802
"8331","Del Rio","US-Mexico Border",2018-05-01,"Trucks",-100.89639,29.3625,19.5525,5.9,3421.41313769309
"8332","Laredo","US-Mexico Border",2018-05-01,"Rail Containers Full",-99.50722,27.50611,19.5525,5.9,47913.0182141161
"8333","Nogales","US-Mexico Border",2018-05-01,"Pedestrians",-110.93361,31.34028,19.5525,5.9,386549.111382261
"8334","Wildhorse","US-Canada Border",2018-05-01,"Trucks",-109.67761,48.54863,19.5525,5.9,1695.79215650464
"8335","Otay Mesa","US-Mexico Border",2018-05-01,"Trains",-117.05333,32.57333,19.5525,5.9,21340.6732108327
"8336","Sherwood","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-101.55954,48.99719,19.5525,5.9,-25790.6648177353
"8337","Pembina","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-97.24333,48.96639,19.5525,5.9,30138.915843922
"8338","Eastport","US-Canada Border",2018-05-01,"Trucks",-116.18028,48.99944,19.5525,5.9,1890.6808816127
"8339","Scobey","US-Canada Border",2018-05-01,"Truck Containers Full",-105.44272,48.80707,19.5525,5.9,864.316486991708
"8340","Sault Sainte Marie","US-Canada Border",2018-05-01,"Bus Passengers",-84.29889,46.47028,19.5525,5.9,2539.69227181218
"8341","Westhope","US-Canada Border",2018-05-01,"Trucks",-101.02001,48.9094,19.5525,5.9,554.060729915973
"8342","Morgan","US-Canada Border",2018-05-01,"Truck Containers Empty",-107.85719,48.78541,19.5525,5.9,958.453616686426
"8343","Whitlash","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-111.249,48.90372,19.5525,5.9,-20470.7738308783
"8344","Turner","US-Canada Border",2018-05-01,"Truck Containers Empty",-108.40599,48.84361,19.5525,5.9,718.065443542785
"8345","Fort Kent","US-Canada Border",2018-05-01,"Truck Containers Empty",-68.58458,47.26878,19.5525,5.9,246.307643387698
"8346","Madawaska","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-68.3271,47.35446,19.5525,5.9,58662.2403819601
"8347","Calexico East","US-Mexico Border",2018-05-01,"Train Passengers",-115.48433,32.67524,19.5525,5.9,8752.23508508025
"8348","Jackman","US-Canada Border",2018-05-01,"Train Passengers",-70.255,45.62389,19.5525,5.9,2778.17412096474
"8349","Sumas","US-Canada Border",2018-05-01,"Train Passengers",-122.26361,49.00028,19.5525,5.9,3095.27982817552
"8350","Boundary","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-117.89655,48.54648,19.5525,5.9,14974.2643645613
"8351","Eagle Pass","US-Mexico Border",2018-05-01,"Personal Vehicle Passengers",-100.49917,28.70889,19.5525,5.9,417718.637832364
"8352","Fort Fairfield","US-Canada Border",2018-05-01,"Trucks",-67.82965,46.76891,19.5525,5.9,418.025904053588
"8353","Progreso","US-Mexico Border",2018-05-01,"Personal Vehicles",-97.94889,26.06167,19.5525,5.9,74893.224489823
"8354","Blaine","US-Canada Border",2018-05-01,"Trucks",-122.74583,48.99389,19.5525,5.9,13626.0952631735
"8355","Roseau","US-Canada Border",2018-05-01,"Truck Containers Full",-95.81074,48.77518,19.5525,5.9,1144.8516764965
"8356","Norton","US-Canada Border",2018-05-01,"Rail Containers Full",-71.79528,45.01,19.5525,5.9,608.692328010713
"8357","Columbus","US-Mexico Border",2018-05-01,"Bus Passengers",-107.63944,31.8275,19.5525,5.9,2406.04633919636
"8358","Porthill","US-Canada Border",2018-05-01,"Bus Passengers",-116.49828,48.99282,19.5525,5.9,286.907692524167
"8359","Derby Line","US-Canada Border",2018-05-01,"Pedestrians",-72.09944,45.005,19.5525,5.9,2926.39946596525
"8360","Ketchikan","US-Canada Border",2018-05-01,"Truck Containers Full",-131.64031,55.33897,19.5525,5.9,109.573816130169
"8361","Northgate","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-102.39634,48.89848,19.5525,5.9,-15354.5341309241
"8362","Laredo","US-Mexico Border",2018-05-01,"Bus Passengers",-99.50722,27.50611,19.5525,5.9,47913.0182141161
"8363","Boundary","US-Canada Border",2018-05-01,"Pedestrians",-117.89655,48.54648,19.5525,5.9,2013.28056954252
"8364","Sarles","US-Canada Border",2018-05-01,"Truck Containers Empty",-98.99457,48.94105,19.5525,5.9,358.210527040354
"8365","Frontier","US-Canada Border",2018-05-01,"Pedestrians",-117.78134,48.91016,19.5525,5.9,831.061495565895
"8366","Sumas","US-Canada Border",2018-05-01,"Trains",-122.26361,49.00028,19.5525,5.9,3095.27982817552
"8367","Alexandria Bay","US-Canada Border",2018-05-01,"Trucks",-75.91806,44.33583,19.5525,5.9,5593.98894332544
"8368","Alcan","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-142.98928,63.33693,19.5525,5.9,-60573.1541846238
"8369","Boquillas","US-Mexico Border",2018-05-01,"Pedestrians",-102.95,29.19,19.5525,5.9,-521.999491922557
"8370","Baudette","US-Canada Border",2018-05-01,"Truck Containers Full",-94.72512,48.70731,19.5525,5.9,410.32008874035
"8371","Antler","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-101.28194,48.97083,19.5525,5.9,-24202.7454793967
"8372","Sweetgrass","US-Canada Border",2018-05-01,"Trains",-111.95972,48.99611,19.5525,5.9,2933.97055076857
"8373","Richford","US-Canada Border",2018-05-01,"Rail Containers Full",-72.67832,44.98588,19.5525,5.9,413.669462579272
"8374","Highgate Springs-Alburg","US-Canada Border",2018-05-01,"Rail Containers Empty",-73.10583,44.97944,19.5525,5.9,3287.20557653383
"8375","Fortuna","US-Canada Border",2018-05-01,"Trucks",-103.77906,48.91086,19.5525,5.9,519.325592286592
"8376","Ogdensburg","US-Canada Border",2018-05-01,"Personal Vehicles",-75.48167,44.70667,19.5525,5.9,17503.4425833357
"8377","Jackman","US-Canada Border",2018-05-01,"Trains",-70.255,45.62389,19.5525,5.9,2778.17412096474
"8378","Houlton","US-Canada Border",2018-05-01,"Trucks",-67.84083,46.12611,19.5525,5.9,2151.02151563388
"8379","Norton","US-Canada Border",2018-05-01,"Trains",-71.79528,45.01,19.5525,5.9,608.692328010713
"8380","Lukeville","US-Mexico Border",2018-05-01,"Personal Vehicle Passengers",-112.815,31.8825,19.5525,5.9,-49854.8112565524
"8381","Laredo","US-Mexico Border",2018-05-01,"Trains",-99.50722,27.50611,19.5525,5.9,47913.0182141161
"8382","Highgate Springs-Alburg","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-73.10583,44.97944,19.5525,5.9,57843.6464645074
"8383","Skagway","US-Canada Border",2018-05-01,"Truck Containers Full",-135.30656,59.47197,19.5525,5.9,3411.54027713821
"8384","Highgate Springs-Alburg","US-Canada Border",2018-05-01,"Rail Containers Full",-73.10583,44.97944,19.5525,5.9,3287.20557653383
"8385","Danville","US-Canada Border",2018-05-01,"Truck Containers Empty",-118.50309,48.99617,19.5525,5.9,119.707770234525
"8386","Eagle Pass","US-Mexico Border",2018-05-01,"Personal Vehicles",-100.49917,28.70889,19.5525,5.9,224301.035541713
"8387","Northgate","US-Canada Border",2018-05-01,"Rail Containers Full",-102.39634,48.89848,19.5525,5.9,708.420683225703
"8388","Lukeville","US-Mexico Border",2018-05-01,"Truck Containers Full",-112.815,31.8825,19.5525,5.9,2325.19938612488
"8389","Calexico East","US-Mexico Border",2018-05-01,"Personal Vehicle Passengers",-115.48433,32.67524,19.5525,5.9,509848.165687417
"8390","Lynden","US-Canada Border",2018-05-01,"Buses",-122.44316,48.94802,19.5525,5.9,1165.85275265723
"8391","Portal","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-102.54917,48.99583,19.5525,5.9,-9930.57429536591
"8392","Anacortes","US-Canada Border",2018-05-01,"Personal Vehicles",-122.61739,48.49988,19.5525,5.9,-2001.04711251598
"8393","Anacortes","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-122.61739,48.49988,19.5525,5.9,-13547.4278510396
"8394","El Paso","US-Mexico Border",2018-05-01,"Bus Passengers",-106.48639,31.75861,19.5525,5.9,21149.5545098056
"8395","Calexico East","US-Mexico Border",2018-05-01,"Buses",-115.48433,32.67524,19.5525,5.9,8752.23508508025
"8396","Laredo","US-Mexico Border",2018-05-01,"Rail Containers Empty",-99.50722,27.50611,19.5525,5.9,47913.0182141161
"8397","Maida","US-Canada Border",2018-05-01,"Truck Containers Empty",-98.36953,48.98568,19.5525,5.9,170.491430559893
"8398","Fort Kent","US-Canada Border",2018-05-01,"Trucks",-68.58458,47.26878,19.5525,5.9,246.307643387698
"8399","Alcan","US-Canada Border",2018-05-01,"Trucks",-142.98928,63.33693,19.5525,5.9,-1807.31764170856
"8400","Beecher Falls","US-Canada Border",2018-05-01,"Trucks",-71.49664,45.00808,19.5525,5.9,317.257431433797
"8401","Frontier","US-Canada Border",2018-05-01,"Truck Containers Full",-117.78134,48.91016,19.5525,5.9,831.061495565895
"8402","Otay Mesa","US-Mexico Border",2018-05-01,"Rail Containers Empty",-117.05333,32.57333,19.5525,5.9,21340.6732108327
"8403","Port Angeles","US-Canada Border",2018-05-01,"Buses",-123.4328,48.11365,19.5525,5.9,160.411637702985
"8404","Sweetgrass","US-Canada Border",2018-05-01,"Truck Containers Full",-111.95972,48.99611,19.5525,5.9,2933.97055076857
"8405","Detroit","US-Canada Border",2018-05-01,"Rail Containers Full",-83.10222,42.38306,19.5525,5.9,42133.6904901933
"8406","Eastport","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-66.99387,44.90357,19.5525,5.9,-2291.55749889762
"8407","Trout River","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-73.44253,44.99001,19.5525,5.9,-2891.58224305855
"8408","Roma","US-Mexico Border",2018-05-01,"Truck Containers Empty",-99.01833,26.40361,19.5525,5.9,2727.35718588238
"8409","Blaine","US-Canada Border",2018-05-01,"Truck Containers Full",-122.74583,48.99389,19.5525,5.9,13626.0952631735
"8410","Bridgewater","US-Canada Border",2018-05-01,"Truck Containers Full",-67.84262,46.41923,19.5525,5.9,441.521480572234
"8411","Laurier","US-Canada Border",2018-05-01,"Rail Containers Full",-118.22302,48.99892,19.5525,5.9,287.123745128569
"8412","Raymond","US-Canada Border",2018-05-01,"Truck Containers Full",-104.575,48.99667,19.5525,5.9,431.38544741884
"8413","Piegan","US-Canada Border",2018-05-01,"Truck Containers Full",-113.43406,48.85152,19.5525,5.9,793.595939061632
"8414","Neche","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-97.55444,48.98611,19.5525,5.9,-19297.0674309737
"8415","Massena","US-Canada Border",2018-05-01,"Buses",-74.74,44.98944,19.5525,5.9,1366.65992165095
"8416","Roma","US-Mexico Border",2018-05-01,"Truck Containers Full",-99.01833,26.40361,19.5525,5.9,2727.35718588238
"8417","Porthill","US-Canada Border",2018-05-01,"Truck Containers Full",-116.49828,48.99282,19.5525,5.9,286.907692524167
"8418","Grand Portage","US-Canada Border",2018-05-01,"Truck Containers Full",-89.68472,47.96389,19.5525,5.9,1053.12762726506
"8419","Santa Teresa","US-Mexico Border",2018-05-01,"Truck Containers Full",-106.67903,31.85,19.5525,5.9,3243.63362900028
"8420","Del Bonita","US-Canada Border",2018-05-01,"Truck Containers Empty",-112.32481,48.63274,19.5525,5.9,1373.02228880505
"8421","Jackman","US-Canada Border",2018-05-01,"Trucks",-70.255,45.62389,19.5525,5.9,2778.17412096474
"8422","Port Angeles","US-Canada Border",2018-05-01,"Personal Vehicles",-123.4328,48.11365,19.5525,5.9,603.308806375519
"8423","Brownsville","US-Mexico Border",2018-05-01,"Rail Containers Full",-97.49722,25.90139,19.5525,5.9,8701.3410224845
"8424","Sumas","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-122.26361,49.00028,19.5525,5.9,117099.509885881
"8425","Vanceboro","US-Canada Border",2018-05-01,"Rail Containers Full",-67.42955,45.55984,19.5525,5.9,337.70138373802
"8426","Calais","US-Canada Border",2018-05-01,"Buses",-67.27917,45.18889,19.5525,5.9,2036.10585337449
"8427","Presidio","US-Mexico Border",2018-05-01,"Personal Vehicles",-104.37167,29.56056,19.5525,5.9,27208.4167476743
"8428","Van Buren","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-67.94271,47.16207,19.5525,5.9,11658.5632193278
"8429","Del Bonita","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-112.32481,48.63274,19.5525,5.9,1557.38400199804
"8430","Otay Mesa","US-Mexico Border",2018-05-01,"Bus Passengers",-117.05333,32.57333,19.5525,5.9,21340.6732108327
"8431","Lynden","US-Canada Border",2018-05-01,"Personal Vehicles",-122.44316,48.94802,19.5525,5.9,46265.6792158919
"8432","Boundary","US-Canada Border",2018-05-01,"Bus Passengers",-117.89655,48.54648,19.5525,5.9,2013.28056954252
"8433","Sweetgrass","US-Canada Border",2018-05-01,"Pedestrians",-111.95972,48.99611,19.5525,5.9,2933.97055076857
"8434","Frontier","US-Canada Border",2018-05-01,"Buses",-117.78134,48.91016,19.5525,5.9,831.061495565895
"8435","Jackman","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-70.255,45.62389,19.5525,5.9,13589.7341521222
"8436","Jackman","US-Canada Border",2018-05-01,"Personal Vehicles",-70.255,45.62389,19.5525,5.9,12331.0464238975
"8437","Raymond","US-Canada Border",2018-05-01,"Bus Passengers",-104.575,48.99667,19.5525,5.9,431.38544741884
"8438","Port Huron","US-Canada Border",2018-05-01,"Buses",-82.47889,42.97583,19.5525,5.9,22546.1435128415
"8439","Eagle Pass","US-Mexico Border",2018-05-01,"Bus Passengers",-100.49917,28.70889,19.5525,5.9,6042.99524382925
"8440","San Luis","US-Mexico Border",2018-05-01,"Trucks",-114.78139,32.48694,19.5525,5.9,2844.1868130385
"8441","Madawaska","US-Canada Border",2018-05-01,"Truck Containers Full",-68.3271,47.35446,19.5525,5.9,629.783831730163
"8442","Ketchikan","US-Canada Border",2018-05-01,"Bus Passengers",-131.64031,55.33897,19.5525,5.9,109.573816130169
"8443","International Falls-Ranier","US-Canada Border",2018-05-01,"Trucks",-93.41083,48.60111,19.5525,5.9,4747.08668437353
"8444","Van Buren","US-Canada Border",2018-05-01,"Bus Passengers",-67.94271,47.16207,19.5525,5.9,508.324119622527
"8445","Trout River","US-Canada Border",2018-05-01,"Personal Vehicles",-73.44253,44.99001,19.5525,5.9,7808.09655911328
"8446","Columbus","US-Mexico Border",2018-05-01,"Trucks",-107.63944,31.8275,19.5525,5.9,2406.04633919636
"8447","Grand Portage","US-Canada Border",2018-05-01,"Personal Vehicles",-89.68472,47.96389,19.5525,5.9,14816.101980759
"8448","Fortuna","US-Canada Border",2018-05-01,"Personal Vehicles",-103.77906,48.91086,19.5525,5.9,-3746.68560156537
"8449","Ferry","US-Canada Border",2018-05-01,"Trucks",-118.58774,48.88627,19.5525,5.9,492.300756020965
"8450","Fort Fairfield","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-67.82965,46.76891,19.5525,5.9,380.629805356541
"8451","Porthill","US-Canada Border",2018-05-01,"Truck Containers Empty",-116.49828,48.99282,19.5525,5.9,286.907692524167
"8452","Roosville","US-Canada Border",2018-05-01,"Pedestrians",-115.04512,48.88171,19.5525,5.9,907.590254794892
"8453","Douglas","US-Mexico Border",2018-05-01,"Bus Passengers",-109.54472,31.34444,19.5525,5.9,2864.8297739507
"8454","Eastport","US-Canada Border",2018-05-01,"Train Passengers",-116.18028,48.99944,19.5525,5.9,1890.6808816127
"8455","Nogales","US-Mexico Border",2018-05-01,"Rail Containers Empty",-110.93361,31.34028,19.5525,5.9,10250.3955476269
"8456","Highgate Springs-Alburg","US-Canada Border",2018-05-01,"Buses",-73.10583,44.97944,19.5525,5.9,3287.20557653383
"8457","Santa Teresa","US-Mexico Border",2018-05-01,"Personal Vehicle Passengers",-106.67903,31.85,19.5525,5.9,127138.71787258
"8458","Pembina","US-Canada Border",2018-05-01,"Buses",-97.24333,48.96639,19.5525,5.9,5541.32859679253
"8459","Champlain-Rouses Point","US-Canada Border",2018-05-01,"Train Passengers",-73.44694,44.98639,19.5525,5.9,11975.802974743
"8460","Boundary","US-Canada Border",2018-05-01,"Rail Containers Full",-117.89655,48.54648,19.5525,5.9,2013.28056954252
"8461","Skagway","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-135.30656,59.47197,19.5525,5.9,-8137.20295067709
"8462","Fort Fairfield","US-Canada Border",2018-05-01,"Truck Containers Empty",-67.82965,46.76891,19.5525,5.9,418.025904053588
"8463","Buffalo-Niagara Falls","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-79.05694,43.09444,19.5525,5.9,1110410.5223255
"8464","Detroit","US-Canada Border",2018-05-01,"Trains",-83.10222,42.38306,19.5525,5.9,42133.6904901933
"8465","Bridgewater","US-Canada Border",2018-05-01,"Personal Vehicles",-67.84262,46.41923,19.5525,5.9,630.518385902665
"8466","Limestone","US-Canada Border",2018-05-01,"Personal Vehicles",-67.82708,46.90941,19.5525,5.9,-2399.58839699704
"8467","Ferry","US-Canada Border",2018-05-01,"Truck Containers Empty",-118.58774,48.88627,19.5525,5.9,492.300756020965
"8468","Roma","US-Mexico Border",2018-05-01,"Pedestrians",-99.01833,26.40361,19.5525,5.9,16993.0895959362
"8469","San Luis","US-Mexico Border",2018-05-01,"Buses",-114.78139,32.48694,19.5525,5.9,2844.1868130385
"8470","Piegan","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-113.43406,48.85152,19.5525,5.9,9682.08842885336
"8471","Roosville","US-Canada Border",2018-05-01,"Personal Vehicle Passengers",-115.04512,48.88171,19.5525,5.9,3631.81307374248
"8472","Lancaster","US-Canada Border",2018-05-01,"Truck Containers Empty",-96.82024,48.84911,19.5525,5.9,832.188464306003
"8473","Wildhorse","US-Canada Border",2018-05-01,"Truck Containers Full",-109.67761,48.54863,19.5525,5.9,1695.79215650464
"8474","Trout River","US-Canada Border",2018-05-01,"Truck Containers Full",-73.44253,44.99001,19.5525,5.9,359.771686436171
